"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3185","Login response Content-Type is application/json","Regression Tests","Sat Jul 11 04:59:22 UTC 2026","passed","Sat Jul 11 04:59:25 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthLoginTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthLoginTest","loginResponseContentTypeIsJson"
"","910","Logout with cookie-based auth may or may not be accepted","Regression Tests","Sat Jul 11 04:59:51 UTC 2026","passed","Sat Jul 11 04:59:52 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthLogoutTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthLogoutTest","logoutWithCookieAuthWorks"
"","1518","Assigned partner appears in user response","Regression Tests","Sat Jul 11 04:59:50 UTC 2026","passed","Sat Jul 11 04:59:52 UTC 2026","ua.kpi.sc.test.api.tests.user.UserAssignPartnerTest","Regression","ua.kpi.sc.test.api.tests.user.UserAssignPartnerTest","assignedPartnerAppearsInUserResponse"
"","1720","PUT /users/{id} returns 405 Method Not Allowed","Regression Tests","Sat Jul 11 04:59:42 UTC 2026","passed","Sat Jul 11 04:59:44 UTC 2026","ua.kpi.sc.test.api.tests.user.UserUpdateProfileTest","Regression","ua.kpi.sc.test.api.tests.user.UserUpdateProfileTest","putUserReturns405"
"","331","Export audit logs as CSV returns 200 with CSV content type","Regression Tests","Sat Jul 11 04:59:57 UTC 2026","passed","Sat Jul 11 04:59:58 UTC 2026","ua.kpi.sc.test.api.tests.audit.AuditTest","Regression","ua.kpi.sc.test.api.tests.audit.AuditTest","exportCsv_returns200_withCsvContentType"
"","1071","Forgot password 204 response has empty body (no JSON)","Regression Tests","Sat Jul 11 04:59:31 UTC 2026","passed","Sat Jul 11 04:59:32 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthForgotPasswordTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthForgotPasswordTest","forgotPasswordResponseHasEmptyBody"
"","27","Register with special chars in name returns 400","Regression Tests","Sat Jul 11 04:59:42 UTC 2026","passed","Sat Jul 11 04:59:42 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","registerWithNameContainingSpecialCharsReturns400"
"","26","Reset password with malformed JSON returns 400","Regression Tests","Sat Jul 11 04:59:50 UTC 2026","passed","Sat Jul 11 04:59:50 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthResetPasswordTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthResetPasswordTest","resetPasswordWithMalformedJsonReturns400"
"","29","PUT /users/me returns 405","Regression Tests","Sat Jul 11 04:59:52 UTC 2026","passed","Sat Jul 11 04:59:52 UTC 2026","ua.kpi.sc.test.api.tests.user.UserSelfUpdateTest","Regression","ua.kpi.sc.test.api.tests.user.UserSelfUpdateTest","putMeReturns405"
"","305","Get audit stats returns 200 with expected shape","Regression Tests","Sat Jul 11 04:59:58 UTC 2026","passed","Sat Jul 11 04:59:59 UTC 2026","ua.kpi.sc.test.api.tests.audit.AuditTest","Regression","ua.kpi.sc.test.api.tests.audit.AuditTest","getStats_returns200_withExpectedShape"
"","2608","Login returns the same email as registered","Regression Tests","Sat Jul 11 04:59:38 UTC 2026","passed","Sat Jul 11 04:59:40 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthLoginTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthLoginTest","loginReturnsSameEmailAsRegistered"
"","62","GET /refresh returns 405","Regression Tests","Sat Jul 11 04:59:38 UTC 2026","passed","Sat Jul 11 04:59:38 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRefreshTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthRefreshTest","refreshMethodNotAllowedGet"
"","1246","Register cookies have positive Max-Age","Regression Tests","Sat Jul 11 04:59:31 UTC 2026","passed","Sat Jul 11 04:59:32 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthCookieContractTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthCookieContractTest","registerCookiesHavePositiveMaxAge"
"","1364","GET /me is idempotent — two calls return identical data","Regression Tests","Sat Jul 11 04:59:33 UTC 2026","passed","Sat Jul 11 04:59:35 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthMeTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthMeTest","meIdempotent"
"","4832","Used recovery code cannot be reused","Regression Tests","Sat Jul 11 04:59:21 UTC 2026","passed","Sat Jul 11 04:59:26 UTC 2026","ua.kpi.sc.test.api.tests.auth.mfa.TotpLoginVerifyTest","Regression","ua.kpi.sc.test.api.tests.auth.mfa.TotpLoginVerifyTest","usedRecoveryCodeCannotBeReused"
"","78","Register with empty lastName returns 400","Regression Tests","Sat Jul 11 04:59:39 UTC 2026","passed","Sat Jul 11 04:59:39 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","registerWithEmptyLastNameReturns400"
"","208","Create feature flag returns 201 with correct fields","Regression Tests","Sat Jul 11 04:59:59 UTC 2026","passed","Sat Jul 11 05:00:00 UTC 2026","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagAdminTest","Regression","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagAdminTest","createFlagReturns201"
"","115","Update self preserves other fields","Regression Tests","Sat Jul 11 04:59:52 UTC 2026","passed","Sat Jul 11 04:59:52 UTC 2026","ua.kpi.sc.test.api.tests.user.UserSelfUpdateTest","Regression","ua.kpi.sc.test.api.tests.user.UserSelfUpdateTest","updateSelfPreservesOtherFields"
"","47","Reset password with null token returns 400","Regression Tests","Sat Jul 11 04:59:50 UTC 2026","passed","Sat Jul 11 04:59:50 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthResetPasswordTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthResetPasswordTest","resetPasswordWithNullTokenReturns400"
"","27","Refresh with expired/garbage JWT returns 401","Regression Tests","Sat Jul 11 04:59:55 UTC 2026","passed","Sat Jul 11 04:59:55 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRefreshTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthRefreshTest","refreshWithExpiredRefreshTokenReturns401"
"","29","Basic user cannot delete rules","Regression Tests","Sat Jul 11 04:59:56 UTC 2026","passed","Sat Jul 11 04:59:56 UTC 2026","ua.kpi.sc.test.api.tests.ratelimit.RateLimitAdminTest","Regression","ua.kpi.sc.test.api.tests.ratelimit.RateLimitAdminTest","deleteRule_basicUser_returns403"
"","1585","Register password is not returned in response body","Regression Tests","Sat Jul 11 04:59:19 UTC 2026","passed","Sat Jul 11 04:59:20 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","registerPasswordNotReturnedInResponse"
"","57","Login with empty fields returns 400","Regression Tests","Sat Jul 11 04:59:16 UTC 2026","passed","Sat Jul 11 04:59:16 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthLoginTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthLoginTest","loginEmptyFieldsReturns400"
"","1325","PATCH /users/{id} with valid data returns 200 with updated fields","Regression Tests","Sat Jul 11 04:59:47 UTC 2026","passed","Sat Jul 11 04:59:48 UTC 2026","ua.kpi.sc.test.api.tests.user.UserUpdateProfileTest","Regression","ua.kpi.sc.test.api.tests.user.UserUpdateProfileTest","updateUserWithValidData"
"","16","Get 2FA status without auth returns 401","Regression Tests","Sat Jul 11 04:59:28 UTC 2026","passed","Sat Jul 11 04:59:28 UTC 2026","ua.kpi.sc.test.api.tests.auth.mfa.TotpStatusTest","Regression","ua.kpi.sc.test.api.tests.auth.mfa.TotpStatusTest","statusWithoutAuthReturns401"
"","50","Forgot password with malformed JSON returns 400","Regression Tests","Sat Jul 11 04:59:36 UTC 2026","passed","Sat Jul 11 04:59:36 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthForgotPasswordTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthForgotPasswordTest","forgotPasswordWithMalformedJsonReturns400"
"","120","Filter audit logs by action returns filtered results","Regression Tests","Sat Jul 11 04:59:58 UTC 2026","passed","Sat Jul 11 04:59:58 UTC 2026","ua.kpi.sc.test.api.tests.audit.AuditTest","Regression","ua.kpi.sc.test.api.tests.audit.AuditTest","filterByAction_returnsFilteredResults"
"","65","Reset password with short password (7 chars) returns 400","Regression Tests","Sat Jul 11 04:59:53 UTC 2026","passed","Sat Jul 11 04:59:53 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthResetPasswordTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthResetPasswordTest","resetPasswordWithShortPasswordReturns400"
"","78","Admin can list rate limit rules","Regression Tests","Sat Jul 11 04:59:56 UTC 2026","passed","Sat Jul 11 04:59:56 UTC 2026","ua.kpi.sc.test.api.tests.ratelimit.RateLimitAdminTest","Regression","ua.kpi.sc.test.api.tests.ratelimit.RateLimitAdminTest","listRules_returns200"
"","38","PUT /forgot-password returns 405","Regression Tests","Sat Jul 11 04:59:31 UTC 2026","passed","Sat Jul 11 04:59:31 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthForgotPasswordTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthForgotPasswordTest","forgotPasswordMethodNotAllowedPut"
"","1616","List users contains registered user","Regression Tests","Sat Jul 11 04:59:50 UTC 2026","passed","Sat Jul 11 04:59:52 UTC 2026","ua.kpi.sc.test.api.tests.user.UserTest","Regression","ua.kpi.sc.test.api.tests.user.UserTest","listUsersContainsRegisteredUser"
"","29","Reset password with SQL injection in token is rejected","Regression Tests","Sat Jul 11 04:59:53 UTC 2026","passed","Sat Jul 11 04:59:53 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthResetPasswordTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthResetPasswordTest","resetPasswordWithSqlInjectionInTokenReturns400"
"","20","Forgot password with whitespace-only email returns 400","Regression Tests","Sat Jul 11 04:59:37 UTC 2026","passed","Sat Jul 11 04:59:37 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthForgotPasswordTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthForgotPasswordTest","forgotPasswordWithWhitespaceEmailReturns400"
"","152","PATCH /register returns 405","Regression Tests","Sat Jul 11 04:59:15 UTC 2026","passed","Sat Jul 11 04:59:15 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","registerMethodNotAllowedPatch"
"","41","Register with empty JSON object returns 400","Regression Tests","Sat Jul 11 04:59:38 UTC 2026","passed","Sat Jul 11 04:59:39 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","registerWithEmptyJsonObjectReturns400"
"","2011","Status returns recoveryCodesRemaining after enabling TOTP","Regression Tests","Sat Jul 11 04:59:22 UTC 2026","passed","Sat Jul 11 04:59:24 UTC 2026","ua.kpi.sc.test.api.tests.auth.mfa.TotpStatusTest","Regression","ua.kpi.sc.test.api.tests.auth.mfa.TotpStatusTest","statusReturnsRecoveryCodesRemaining"
"","471","Update flag generates audit entry in centralized audit","Regression Tests","Sat Jul 11 05:00:03 UTC 2026","passed","Sat Jul 11 05:00:04 UTC 2026","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagAdminTest","Regression","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagAdminTest","updateFlagGeneratesAuditEntryWithOldAndNewValues"
"","1486","Double refresh with new token succeeds","Regression Tests","Sat Jul 11 04:59:34 UTC 2026","passed","Sat Jul 11 04:59:36 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRefreshTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthRefreshTest","doubleRefreshWithNewTokenSucceeds"
"","60","PATCH /login returns 405","Regression Tests","Sat Jul 11 04:59:17 UTC 2026","passed","Sat Jul 11 04:59:17 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthLoginTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthLoginTest","loginMethodNotAllowedPatch"
"","22","Register with very long email returns 400","Regression Tests","Sat Jul 11 04:59:46 UTC 2026","passed","Sat Jul 11 04:59:46 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","registerWithVeryLongEmailReturns400"
"","1406","Verify setup without prior setup returns 400 or 404","Regression Tests","Sat Jul 11 04:59:31 UTC 2026","passed","Sat Jul 11 04:59:33 UTC 2026","ua.kpi.sc.test.api.tests.auth.mfa.TotpSetupTest","Regression","ua.kpi.sc.test.api.tests.auth.mfa.TotpSetupTest","verifySetupWithoutSetupReturnsError"
"","1477","PATCH /me returns 405","Regression Tests","Sat Jul 11 04:59:36 UTC 2026","passed","Sat Jul 11 04:59:37 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthMeTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthMeTest","meMethodNotAllowedPatch"
"","33","Register with null body returns 400","Regression Tests","Sat Jul 11 04:59:42 UTC 2026","passed","Sat Jul 11 04:59:42 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","registerWithNullBodyReturns400"
"","1464","Refresh preserves user id across rotations","Regression Tests","Sat Jul 11 04:59:39 UTC 2026","passed","Sat Jul 11 04:59:40 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRefreshTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthRefreshTest","refreshPreservesUserIdAcrossRotations"
"","3959","Forgot-password for user A doesn't affect user B","Regression Tests","Sat Jul 11 04:59:39 UTC 2026","passed","Sat Jul 11 04:59:43 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthPasswordResetFlowTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthPasswordResetFlowTest","forgotPasswordForUserADoesNotAffectUserB"
"","1854","Register response matches auth-user-response schema","Regression Tests","Sat Jul 11 04:59:23 UTC 2026","passed","Sat Jul 11 04:59:25 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","registerResponseMatchesSchema"
"","14","GET /forgot-password returns 405","Regression Tests","Sat Jul 11 04:59:31 UTC 2026","passed","Sat Jul 11 04:59:31 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthForgotPasswordTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthForgotPasswordTest","forgotPasswordMethodNotAllowedGet"
"","57","Create flag with key containing uppercase returns 400","Regression Tests","Sat Jul 11 05:00:00 UTC 2026","passed","Sat Jul 11 05:00:00 UTC 2026","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagAdminTest","Regression","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagAdminTest","createFlagWithKeyContainingUppercase_returns400"
"","45","DELETE /refresh returns 405","Regression Tests","Sat Jul 11 04:59:38 UTC 2026","passed","Sat Jul 11 04:59:38 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRefreshTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthRefreshTest","refreshMethodNotAllowedDelete"
"","138","Duplicate rule name returns 409","Regression Tests","Sat Jul 11 04:59:55 UTC 2026","passed","Sat Jul 11 04:59:55 UTC 2026","ua.kpi.sc.test.api.tests.ratelimit.RateLimitAdminTest","Regression","ua.kpi.sc.test.api.tests.ratelimit.RateLimitAdminTest","createRule_duplicateName_returns409"
"","285","Google OAuth callback with invalid code returns error redirect","Regression Tests","Sat Jul 11 04:59:37 UTC 2026","passed","Sat Jul 11 04:59:37 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthGoogleOAuthTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthGoogleOAuthTest","googleOAuthCallbackWithInvalidCodeReturnsError"
"","38","Register with null email returns 400","Regression Tests","Sat Jul 11 04:59:42 UTC 2026","passed","Sat Jul 11 04:59:42 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","registerWithNullEmailReturns400"
"","50","GET /reset-password returns 405","Regression Tests","Sat Jul 11 04:59:40 UTC 2026","passed","Sat Jul 11 04:59:40 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthResetPasswordTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthResetPasswordTest","resetPasswordMethodNotAllowedGet"
"","75","Delete feature flag returns 204","Regression Tests","Sat Jul 11 05:00:00 UTC 2026","passed","Sat Jul 11 05:00:00 UTC 2026","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagAdminTest","Regression","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagAdminTest","deleteFlagReturns204"
"","84","Get default notification preferences returns 200 with array body","Regression Tests","Sat Jul 11 04:59:40 UTC 2026","passed","Sat Jul 11 04:59:40 UTC 2026","ua.kpi.sc.test.api.tests.notification.NotificationPreferencesTest","Regression","ua.kpi.sc.test.api.tests.notification.NotificationPreferencesTest","shouldGetDefaultPreferences"
"","114","Audit logs pagination works correctly","Regression Tests","Sat Jul 11 04:59:59 UTC 2026","passed","Sat Jul 11 04:59:59 UTC 2026","ua.kpi.sc.test.api.tests.audit.AuditTest","Regression","ua.kpi.sc.test.api.tests.audit.AuditTest","pagination_worksCorrectly"
"","1475","GET /me returns all required fields non-null","Regression Tests","Sat Jul 11 04:59:42 UTC 2026","passed","Sat Jul 11 04:59:44 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthMeTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthMeTest","meReturnsAllRequiredFields"
"","2805","Full cycle: register -> login -> getMe -> logout -> getMe returns 200 or 401","Regression Tests","Sat Jul 11 04:59:39 UTC 2026","passed","Sat Jul 11 04:59:41 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthFlowTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthFlowTest","registerLoginMeLogoutFullCycle"
"","43","PUT /refresh returns 405","Regression Tests","Sat Jul 11 04:59:39 UTC 2026","passed","Sat Jul 11 04:59:39 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRefreshTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthRefreshTest","refreshMethodNotAllowedPut"
"","1323","Calling setup twice returns a new secret each time","Regression Tests","Sat Jul 11 04:59:21 UTC 2026","passed","Sat Jul 11 04:59:22 UTC 2026","ua.kpi.sc.test.api.tests.auth.mfa.TotpSetupTest","Regression","ua.kpi.sc.test.api.tests.auth.mfa.TotpSetupTest","setupTotpTwiceReturnsDifferentSecrets"
"","47","Register with invalid email format returns 400","Regression Tests","Sat Jul 11 04:59:42 UTC 2026","passed","Sat Jul 11 04:59:42 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthRegisterTest","registerWithInvalidEmailFormatReturns400"
"","5707","Login 401 does not reveal whether user exists","Regression Tests","Sat Jul 11 04:59:10 UTC 2026","passed","Sat Jul 11 04:59:16 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthLoginTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthLoginTest","login401DoesNotRevealUserExistence"
"","914","Bulk toggle multiple flags and verify all","Regression Tests","Sat Jul 11 04:59:57 UTC 2026","passed","Sat Jul 11 04:59:58 UTC 2026","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagLifecycleTest","Regression","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagLifecycleTest","bulkToggleMultipleFlagsAndVerifyAll"
"","66","Login with SQL injection in email is rejected with 400 or 401","Regression Tests","Sat Jul 11 04:59:51 UTC 2026","passed","Sat Jul 11 04:59:51 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthLoginTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthLoginTest","loginWithSqlInjectionInEmailReturns401Or400"
"","50","Create flag with rollout percentage over 100 returns 400","Regression Tests","Sat Jul 11 05:00:00 UTC 2026","passed","Sat Jul 11 05:00:00 UTC 2026","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagAdminTest","Regression","ua.kpi.sc.test.api.tests.featureflag.FeatureFlagAdminTest","createFlagWithRolloutPercentageOver100_returns400"
"","115","GET /me 401 matches ProblemDetail schema","Regression Tests","Sat Jul 11 04:59:40 UTC 2026","passed","Sat Jul 11 04:59:40 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthMeTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthMeTest","meProblemDetailSchemaOn401"
"","786","Filter by tier returns matching users","Regression Tests","Sat Jul 11 04:59:53 UTC 2026","passed","Sat Jul 11 04:59:53 UTC 2026","ua.kpi.sc.test.api.tests.user.UserSearchFilterTest","Regression","ua.kpi.sc.test.api.tests.user.UserSearchFilterTest","filterByTierReturnsMatching"
"","1561","GET /logout returns 405","Regression Tests","Sat Jul 11 04:59:45 UTC 2026","passed","Sat Jul 11 04:59:47 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthLogoutTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthLogoutTest","logoutMethodNotAllowedGet"
"","1535","POST /me returns 405","Regression Tests","Sat Jul 11 04:59:37 UTC 2026","passed","Sat Jul 11 04:59:39 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthMeTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthMeTest","meMethodNotAllowedPost"
"","1324","GET /me with tampered JWT signature returns 401","Regression Tests","Sat Jul 11 04:59:57 UTC 2026","passed","Sat Jul 11 04:59:58 UTC 2026","ua.kpi.sc.test.api.tests.auth.AuthMeTest","Regression","ua.kpi.sc.test.api.tests.auth.AuthMeTest","meWithTamperedJwtSignatureReturns401"
"","89","Search audit logs by text returns matches","Regression Tests","Sat Jul 11 04:59:59 UTC 2026","passed","Sat Jul 11 04:59:59 UTC 2026","ua.kpi.sc.test.api.tests.audit.AuditTest","Regression","ua.kpi.sc.test.api.tests.audit.AuditTest","searchByText_returnsMatches"
"","1835","Get 2FA status after enabling TOTP returns enabled=true","Regression Tests","Sat Jul 11 04:59:18 UTC 2026","passed","Sat Jul 11 04:59:20 UTC 2026","ua.kpi.sc.test.api.tests.auth.mfa.TotpStatusTest","Regression","ua.kpi.sc.test.api.tests.auth.mfa.TotpStatusTest","statusAfterEnabling2faReturnsEnabled"
